Index,Time,Open,High,Low,Close,Volume,Action,Cmt,Starting Balance,Finishing Balance,Profit,Qty,SL,TP
220,2021-10-10 11:00,3532.41,3572.43,3580.0,3506.52,92286.50500000002,Entry Long,,10000.0,10000.0,0.0,5.19,3514.664379242192,3677.130187623527
233,2021-10-10 23:00,3548.12,3514.664379242192,3548.81,3514.664379242192,24596.566,Exit: Lose Stop Loss,Lose,10000.0,9700.196428266976,-299.803571733024,0
523,2021-10-23 02:00,3961.95,3986.7,3987.97,3942.65,56214.223,Entry Long,,9700.196428266976,9700.196428266976,0.0,3.03,3890.6331294626984,4160.821202848858
551,2021-10-24 05:00,4120.12,4160.821202848858,4160.821202848858,4114.73,46216.607,Exit: Win Take Profit,Win,9700.196428266976,10227.783672899015,527.5872446320391,0
713,2021-10-31 00:00,4287.88,4304.89,4328.29,4276.01,39804.837999999996,Entry Long,,10227.783672899015,10227.783672899015,0.0,4.16,4231.192097745237,4438.467447836759
730,2021-10-31 16:00,4262.44,4231.192097745237,4262.52,4231.192097745237,21050.633,Exit: Lose Stop Loss,Lose,10227.783672899015,9921.2003995192,-306.5832733798143,0
828,2021-11-04 19:00,4513.14,4540.96,4543.7,4505.06,33083.706,Entry Long,,9921.2003995192,9921.2003995192,0.0,3.92,4464.968846695895,4678.69396536369
831,2021-11-04 21:00,4533.7,4464.968846695895,4539.17,4464.968846695895,74618.86200000001,Exit: Lose Stop Loss,Lose,9921.2003995192,9623.31507856711,-297.8853209520912,0
835,2021-11-05 02:00,4446.52,4492.73,4492.86,4444.61,35467.174,Entry Long,,9623.31507856711,9623.31507856711,0.0,3.57,4411.892440125239,4639.248077273003
874,2021-11-06 16:00,4465.01,4411.892440125239,4473.0,4411.892440125239,57881.33099999999,Exit: Lose Stop Loss,Lose,9623.31507856711,9334.724989814214,-288.5900887528951,0
966,2021-11-10 13:00,4703.17,4742.92,4745.49,4699.61,30944.275999999998,Entry Long,,9334.724989814214,9334.724989814214,0.0,4.24,4676.8573452671835,4862.658561703231
974,2021-11-10 20:00,4796.16,4862.658561703231,4862.658561703231,4793.37,72893.937,Exit: Win Take Profit,Win,9334.724989814214,9842.416491435912,507.69150162169717,0
1155,2021-11-18 10:00,4335.7,4279.29,4337.76,4277.17,56875.507999999994,Entry Short,,9842.416491435912,9842.416491435912,0.0,3.11,4374.092864076922,4107.45980886058
1167,2021-11-18 21:00,4141.53,4107.45980886058,4159.31,4107.45980886058,33694.008,Exit: Win Take Profit,Win,9842.416491435912,10376.808385879509,534.3918944435973,0
1196,2021-11-20 03:00,4289.5,4267.39,4309.04,4262.74,55355.615999999995,Entry Short,,10376.808385879509,10376.808385879509,0.0,3.84,4348.372676826803,4120.608898251419
1218,2021-11-21 00:00,4251.68,4348.372676826803,4348.372676826803,4246.12,61218.14599999999,Exit: Lose Stop Loss,Lose,10376.808385879509,10065.834906864586,-310.9734790149232,0
1488,2021-12-02 07:00,4586.66,4582.6,4589.73,4540.64,58240.112,Entry Long,,10065.834906864586,10065.834906864586,0.0,2.92,4479.196364446415,4770.019089440873
1491,2021-12-02 09:00,4580.3,4479.196364446415,4580.33,4479.196364446415,68490.968,Exit: Lose Stop Loss,Lose,10065.834906864586,9763.896291048117,-301.9386158164689,0
1494,2021-12-02 13:00,4526.39,4538.6,4538.6,4505.0,38137.945,Entry Long,,9763.896291048117,9763.896291048117,0.0,2.92,4438.440216896925,4720.139606874323
1506,2021-12-03 00:00,4496.67,4438.440216896925,4498.46,4438.440216896925,48577.992,Exit: Lose Stop Loss,Lose,9763.896291048117,9471.429724387139,-292.46656666097806,0
2044,2021-12-25 11:00,4038.08,4039.39,4051.14,4033.42,18830.273,Entry Long,,9471.429724387139,9471.429724387139,0.0,5.44,3987.1606529163955,4134.055691589033
2061,2021-12-26 03:00,4103.7,4134.055691589033,4134.055691589033,4103.69,23891.280999999995,Exit: Win Take Profit,Win,9471.429724387139,9986.411086631479,514.9813622443398,0
2199,2021-12-31 22:00,3792.84,3782.8,3802.13,3771.46,56511.294,Entry Short,,9986.411086631479,9986.411086631479,0.0,5.41,3838.2251185626483,3682.3419726052007
2203,2022-01-01 01:00,3704.19,3682.3419726052007,3705.35,3682.3419726052007,23498.551,Exit: Win Take Profit,Win,9986.411086631479,10529.889014837343,543.4779282058644,0
2250,2022-01-03 01:00,3823.47,3794.29,3824.49,3770.56,68917.688,Entry Short,,10529.889014837343,10529.889014837343,0.0,6.11,3846.010504854704,3700.546584950849
2270,2022-01-03 20:00,3817.46,3846.010504854704,3846.010504854704,3804.05,37634.845,Exit: Lose Stop Loss,Lose,10529.889014837343,10213.876730175101,-316.01228466224165,0
2747,2022-01-23 18:00,2532.56,2497.59,2534.96,2490.48,76433.74600000001,Entry Short,,10213.876730175101,10213.876730175101,0.0,3.35,2589.1123250883743,2331.7057857773216
2769,2022-01-24 15:00,2383.0,2331.7057857773216,2393.81,2331.7057857773216,102167.07899999998,Exit: Win Take Profit,Win,10213.876730175101,10769.588847821075,555.7121176459732,0
2804,2022-01-26 03:00,2464.86,2437.48,2469.96,2427.54,105021.84499999999,Entry Short,,10769.588847821075,10769.588847821075,0.0,3.87,2521.0711622588947,2285.9710184057535
2817,2022-01-26 15:00,2485.99,2521.0711622588947,2521.0711622588947,2483.74,45293.306,Exit: Lose Stop Loss,Lose,10769.588847821075,10446.091049879153,-323.4977979419218,0
3007,2022-02-03 14:00,2650.13,2669.1,2675.53,2648.88,64036.137,Entry Long,,10446.091049879153,10446.091049879153,0.0,5.38,2610.8153606385654,2774.7409088426
3010,2022-02-03 16:00,2617.57,2610.8153606385654,2620.78,2610.8153606385654,16227.886,Exit: Lose Stop Loss,Lose,10446.091049879153,10132.519690114636,-313.5713597645172,0
3089,2022-02-07 00:00,3000.68,3000.06,3008.92,2991.74,35999.674999999996,Entry Long,,10132.519690114636,10132.519690114636,0.0,6.8,2955.356749311551,3081.0846418728133
3100,2022-02-07 10:00,3066.68,3081.0846418728133,3081.0846418728133,3053.03,36334.662,Exit: Win Take Profit,Win,10132.519690114636,10683.487254849766,550.9675647351305,0
3194,2022-02-11 09:00,3064.2,3057.19,3064.2,3034.88,56490.67,Entry Long,,10683.487254849766,10683.487254849766,0.0,3.87,2974.425456156791,3207.200735715817
3211,2022-02-12 01:00,3004.33,2974.425456156791,3017.45,2974.425456156791,59442.463,Exit: Lose Stop Loss,Lose,10683.487254849766,10363.188470176547,-320.2987846732194,0
3329,2022-02-17 00:00,3078.61,3069.23,3084.0,3065.41,40380.182,Entry Long,,10363.188470176547,10363.188470176547,0.0,6.28,3019.7595800116796,3158.8951362288303
3331,2022-02-17 01:00,3091.26,3158.8951362288303,3158.8951362288303,3080.0,134150.112,Exit: Win Take Profit,Win,10363.188470176547,10926.285525693602,563.0970555170552,0
3440,2022-02-21 15:00,2745.32,2720.62,2758.0,2716.0,96056.46599999999,Entry Short,,10926.285525693602,10926.285525693602,0.0,5.58,2779.361373389798,2614.1512607309915
3443,2022-02-21 17:00,2678.68,2614.1512607309915,2690.0,2614.1512607309915,206435.391,Exit: Win Take Profit,Win,10926.285525693602,11520.38109081467,594.0955651210679,0
4158,2022-03-23 13:00,2946.5,2955.17,2961.0,2942.16,49157.198,Entry Long,,11520.38109081467,11520.38109081467,0.0,7.28,2907.6772382747163,3041.250630627077
4168,2022-03-23 22:00,3029.63,3041.250630627077,3041.250630627077,3029.62,10228.919,Exit: Win Take Profit,Win,11520.38109081467,12147.04808177979,626.6669909651209,0
