Index,Time,Open,High,Low,Close,Volume,Action,Cmt,Starting Balance,Finishing Balance,Profit,Qty,SL,TP
381,2021-10-09 05:30,3580.8,3577.04,3594.7,3573.71,18037.994,Entry Long,,10000.0,10000.0,0.0,6.48,3530.755169641402,3660.9312550249583
434,2021-10-10 07:30,3569.1,3530.755169641402,3571.91,3530.755169641402,73140.7,Exit: Lose Stop Loss,Lose,10000.0,9700.074299276286,-299.9257007237138,0
1614,2021-11-03 22:00,4514.26,4532.22,4536.65,4498.48,30133.874000000003,Entry Long,,9700.074299276286,9700.074299276286,0.0,5.08,4474.896401009005,4636.119023171179
1621,2021-11-04 01:00,4578.9,4636.119023171179,4636.119023171179,4577.76,42757.457,Exit: Win Take Profit,Win,9700.074299276286,10227.881336985874,527.8070377095883,0
2372,2021-11-19 17:00,4154.95,4143.96,4161.4,4128.02,24482.631,Entry Short,,10227.881336985874,10227.881336985874,0.0,4.76,4208.398741703127,4027.1647806630826
2379,2021-11-19 20:00,4178.89,4208.398741703127,4208.398741703127,4170.48,40940.33900000001,Exit: Lose Stop Loss,Lose,10227.881336985874,9921.152926478992,-306.72841050688294,0
2383,2021-11-19 22:30,4211.29,4216.87,4234.82,4206.13,20004.764000000003,Entry Short,,9921.152926478992,9921.152926478992,0.0,4.99,4276.5286578627,4108.738682623856
2386,2021-11-19 23:30,4250.58,4276.5286578627,4276.5286578627,4249.18,36231.564,Exit: Lose Stop Loss,Lose,9921.152926478992,9623.456223744117,-297.69670273487463,0
2699,2021-11-26 12:30,4414.83,4434.02,4437.33,4410.38,13613.687,Entry Long,,9623.456223744117,9623.456223744117,0.0,5.62,4382.634081928996,4527.156976503696
2703,2021-11-26 14:00,4401.17,4382.634081928996,4402.1,4382.634081928996,13993.718,Exit: Lose Stop Loss,Lose,9623.456223744117,9334.667364185074,-288.788859559043,0
2746,2021-11-27 12:00,4132.09,4115.04,4141.29,4113.5,13508.649,Entry Short,,9334.667364185074,9334.667364185074,0.0,4.47,4177.624841931569,4001.6049739990312
2753,2021-11-27 15:00,4167.36,4177.624841931569,4177.624841931569,4166.17,4243.052,Exit: Lose Stop Loss,Lose,9334.667364185074,9054.91312075096,-279.75424343411396,0
3113,2021-12-05 03:30,4119.35,4100.58,4127.45,4089.2,29954.302,Entry Short,,9054.91312075096,9054.91312075096,0.0,3.12,4187.643043961603,3942.778232819593
