Index,Time,Open,High,Low,Close,Volume,Action,Cmt,Starting Balance,Finishing Balance,Profit,Qty,SL,TP
93,2021-09-05 04:00,3882.93,3894.81,3906.7,3882.93,37068.647000000004,Entry Long,,10000.0,10000.0,0.0,5.03,3835.193260065849,4002.865341130649
152,2021-09-07 14:00,3887.21,3835.193260065849,3887.49,3835.193260065849,168808.407,Exit: Lose Stop Loss,Lose,10000.0,9700.12779813122,-299.8722018687804,0
277,2021-09-12 20:00,3435.5,3426.02,3450.0,3407.47,75615.36799999999,Entry Short,,9700.12779813122,9700.12779813122,0.0,4.18,3495.6115808610357,3299.885259689373
290,2021-09-13 08:00,3329.39,3299.885259689373,3346.6,3299.885259689373,55359.59800000001,Exit: Win Take Profit,Win,9700.12779813122,10227.371012629641,527.2432144984214,0
523,2021-09-23 02:00,3012.74,3022.93,3042.31,2990.0,99054.758,Entry Short,,10227.371012629641,10227.371012629641,0.0,2.96,3126.55848023936,2835.103379566159
532,2021-09-23 10:00,3117.67,3126.55848023936,3126.55848023936,3100.01,53346.257,Exit: Lose Stop Loss,Lose,10227.371012629641,9920.630711121135,-306.7403015085056,0
940,2021-10-10 11:00,3532.41,3572.43,3580.0,3506.52,92286.50500000002,Entry Long,,9920.630711121135,9920.630711121135,0.0,5.15,3514.664379242192,3677.130187623527
953,2021-10-10 23:00,3548.12,3514.664379242192,3548.81,3514.664379242192,24596.566,Exit: Lose Stop Loss,Lose,9920.630711121135,9623.137764218425,-297.4929469027102,0
1243,2021-10-23 02:00,3961.95,3986.7,3987.97,3942.65,56214.223,Entry Long,,9623.137764218425,9623.137764218425,0.0,3.01,3890.6331294626984,4160.821202848858
1271,2021-10-24 05:00,4120.12,4160.821202848858,4160.821202848858,4114.73,46216.607,Exit: Win Take Profit,Win,9623.137764218425,10147.242584793488,524.1048205750631,0
1433,2021-10-31 00:00,4287.88,4304.89,4328.29,4276.01,39804.837999999996,Entry Long,,10147.242584793488,10147.242584793488,0.0,4.13,4231.192097745237,4438.467447836759
1450,2021-10-31 16:00,4262.44,4231.192097745237,4262.52,4231.192097745237,21050.633,Exit: Lose Stop Loss,Lose,10147.242584793488,9842.870248481317,-304.3723363121717,0
1548,2021-11-04 19:00,4513.14,4540.96,4543.7,4505.06,33083.706,Entry Long,,9842.870248481317,9842.870248481317,0.0,3.89,4464.968846695895,4678.69396536369
1551,2021-11-04 21:00,4533.7,4464.968846695895,4539.17,4464.968846695895,74618.86200000001,Exit: Lose Stop Loss,Lose,9842.870248481317,9547.264662128347,-295.6055863529691,0
1555,2021-11-05 02:00,4446.52,4492.73,4492.86,4444.61,35467.174,Entry Long,,9547.264662128347,9547.264662128347,0.0,3.54,4411.892440125239,4639.248077273003
1594,2021-11-06 16:00,4465.01,4411.892440125239,4473.0,4411.892440125239,57881.33099999999,Exit: Lose Stop Loss,Lose,9547.264662128347,9261.099700171695,-286.1649619566524,0
1686,2021-11-10 13:00,4703.17,4742.92,4745.49,4699.61,30944.275999999998,Entry Long,,9261.099700171695,9261.099700171695,0.0,4.21,4676.8573452671835,4862.658561703231
1694,2021-11-10 20:00,4796.16,4862.658561703231,4862.658561703231,4793.37,72893.937,Exit: Win Take Profit,Win,9261.099700171695,9765.199044942296,504.0993447706005,0
1875,2021-11-18 10:00,4335.7,4279.29,4337.76,4277.17,56875.507999999994,Entry Short,,9765.199044942296,9765.199044942296,0.0,3.09,4374.092864076922,4107.45980886058
1887,2021-11-18 21:00,4141.53,4107.45980886058,4159.31,4107.45980886058,33694.008,Exit: Win Take Profit,Win,9765.199044942296,10296.154335563104,530.9552906208082,0
1916,2021-11-20 03:00,4289.5,4267.39,4309.04,4262.74,55355.615999999995,Entry Short,,10296.154335563104,10296.154335563104,0.0,3.81,4348.372676826803,4120.608898251419
1938,2021-11-21 00:00,4251.68,4348.372676826803,4348.372676826803,4246.12,61218.14599999999,Exit: Lose Stop Loss,Lose,10296.154335563104,9987.610336852984,-308.5439987101199,0
2208,2021-12-02 07:00,4586.66,4582.6,4589.73,4540.64,58240.112,Entry Long,,9987.610336852984,9987.610336852984,0.0,2.9,4479.196364446415,4770.019089440873
2211,2021-12-02 09:00,4580.3,4479.196364446415,4580.33,4479.196364446415,68490.968,Exit: Lose Stop Loss,Lose,9987.610336852984,9687.739793747585,-299.8705431053986,0
2214,2021-12-02 13:00,4526.39,4538.6,4538.6,4505.0,38137.945,Entry Long,,9687.739793747585,9687.739793747585,0.0,2.9,4438.440216896925,4720.139606874323
2226,2021-12-03 00:00,4496.67,4438.440216896925,4498.46,4438.440216896925,48577.992,Exit: Lose Stop Loss,Lose,9687.739793747585,9397.276422748668,-290.4633709989175,0
2764,2021-12-25 11:00,4038.08,4039.39,4051.14,4033.42,18830.273,Entry Long,,9397.276422748668,9397.276422748668,0.0,5.4,3987.1606529163955,4134.055691589033
2781,2021-12-26 03:00,4103.7,4134.055691589033,4134.055691589033,4103.69,23891.280999999995,Exit: Win Take Profit,Win,9397.276422748668,9908.471157329446,511.19473458077846,0
2919,2021-12-31 22:00,3792.84,3782.8,3802.13,3771.46,56511.294,Entry Short,,9908.471157329446,9908.471157329446,0.0,5.36,3838.2251185626483,3682.3419726052007
2923,2022-01-01 01:00,3704.19,3682.3419726052007,3705.35,3682.3419726052007,23498.551,Exit: Win Take Profit,Win,9908.471157329446,10446.926184165572,538.4550268361254,0
2970,2022-01-03 01:00,3823.47,3794.29,3824.49,3770.56,68917.688,Entry Short,,10446.926184165572,10446.926184165572,0.0,6.06,3846.010504854704,3700.546584950849
2990,2022-01-03 20:00,3817.46,3846.010504854704,3846.010504854704,3804.05,37634.845,Exit: Lose Stop Loss,Lose,10446.926184165572,10133.499924746066,-313.4262594195061,0
3467,2022-01-23 18:00,2532.56,2497.59,2534.96,2490.48,76433.74600000001,Entry Short,,10133.499924746066,10133.499924746066,0.0,3.32,2589.1123250883743,2331.7057857773216
3489,2022-01-24 15:00,2383.0,2331.7057857773216,2393.81,2331.7057857773216,102167.07899999998,Exit: Win Take Profit,Win,10133.499924746066,10684.235515965358,550.7355912192925,0
3524,2022-01-26 03:00,2464.86,2437.48,2469.96,2427.54,105021.84499999999,Entry Short,,10684.235515965358,10684.235515965358,0.0,3.83,2521.0711622588947,2285.9710184057535
3537,2022-01-26 15:00,2485.99,2521.0711622588947,2521.0711622588947,2483.74,45293.306,Exit: Lose Stop Loss,Lose,10684.235515965358,10364.081364513791,-320.1541514515666,0
3727,2022-02-03 14:00,2650.13,2669.1,2675.53,2648.88,64036.137,Entry Long,,10364.081364513791,10364.081364513791,0.0,5.33,2610.8153606385654,2774.7409088426
3730,2022-02-03 16:00,2617.57,2610.8153606385654,2620.78,2610.8153606385654,16227.886,Exit: Lose Stop Loss,Lose,10364.081364513791,10053.424236717345,-310.65712779644673,0
3809,2022-02-07 00:00,3000.68,3000.06,3008.92,2991.74,35999.674999999996,Entry Long,,10053.424236717345,10053.424236717345,0.0,6.75,2955.356749311551,3081.0846418728133
3820,2022-02-07 10:00,3066.68,3081.0846418728133,3081.0846418728133,3053.03,36334.662,Exit: Win Take Profit,Win,10053.424236717345,10600.340569358836,546.916332641491,0
3914,2022-02-11 09:00,3064.2,3057.19,3064.2,3034.88,56490.67,Entry Long,,10600.340569358836,10600.340569358836,0.0,3.84,2974.425456156791,3207.200735715817
3931,2022-02-12 01:00,3004.33,2974.425456156791,3017.45,2974.425456156791,59442.463,Exit: Lose Stop Loss,Lose,10600.340569358836,10282.524721000913,-317.81584835792273,0
4049,2022-02-17 00:00,3078.61,3069.23,3084.0,3065.41,40380.182,Entry Long,,10282.524721000913,10282.524721000913,0.0,6.24,3019.7595800116796,3158.8951362288303
4051,2022-02-17 01:00,3091.26,3158.8951362288303,3158.8951362288303,3080.0,134150.112,Exit: Win Take Profit,Win,10282.524721000913,10842.035171068814,559.5104500679008,0
4160,2022-02-21 15:00,2745.32,2720.62,2758.0,2716.0,96056.46599999999,Entry Short,,10842.035171068814,10842.035171068814,0.0,5.54,2779.361373389798,2614.1512607309915
4163,2022-02-21 17:00,2678.68,2614.1512607309915,2690.0,2614.1512607309915,206435.391,Exit: Win Take Profit,Win,10842.035171068814,11431.87198661912,589.8368155503067,0
4878,2022-03-23 13:00,2946.5,2955.17,2961.0,2942.16,49157.198,Entry Long,,11431.87198661912,11431.87198661912,0.0,7.22,2907.6772382747163,3041.250630627077
4888,2022-03-23 22:00,3029.63,3041.250630627077,3041.250630627077,3029.62,10228.919,Exit: Win Take Profit,Win,11431.87198661912,12053.374139746616,621.5021531274961,0
